user_id,q_text,a_text,q_sentiment,a_sentiment
232,短线 交易 高频,AI 半导体 成长 风险承受高,-1,0
233,海外 ETF 汇率 风险,债券 固收 低波动,0,1
234,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,0
235,债券 固收 低波动,新能源 基金 长期 定投,0,0
236,短线 交易 高频,医药 消费 产业轮动,-1,0
237,新能源 基金 长期 定投,新能源 基金 长期 定投,0,1
238,短线 交易 高频,债券 固收 低波动,0,1
239,海外 ETF 汇率 风险,新能源 基金 长期 定投,1,0
240,AI 半导体 成长 风险承受高,短线 交易 高频,0,0
241,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,0
242,新能源 基金 长期 定投,新能源 基金 长期 定投,-1,-1
243,短线 交易 高频,黄金 商品 抗通胀,0,1
244,AI 半导体 成长 风险承受高,短线 交易 高频,-1,0
245,黄金 商品 抗通胀,短线 交易 高频,0,1
246,海外 ETF 汇率 风险,新能源 基金 长期 定投,0,1
247,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,-1,0
248,短线 交易 高频,长期 持有 价值,0,0
249,海外 ETF 汇率 风险,长期 持有 价值,0,1
250,短线 交易 高频,医药 消费 产业轮动,1,0
251,新能源 基金 长期 定投,长期 持有 价值,0,-1
252,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,0,1
253,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,0,1
254,AI 半导体 成长 风险承受高,长期 持有 价值,0,0
255,短线 交易 高频,新能源 基金 长期 定投,1,-1
256,黄金 商品 抗通胀,长期 持有 价值,0,1
257,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,1
258,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,0
259,短线 交易 高频,债券 固收 低波动,-1,1
260,黄金 商品 抗通胀,债券 固收 低波动,0,0
261,黄金 商品 抗通胀,海外 ETF 汇率 风险,-1,-1
262,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,1
263,医药 消费 产业轮动,长期 持有 价值,1,1
264,短线 交易 高频,黄金 商品 抗通胀,0,0
265,新能源 基金 长期 定投,债券 固收 低波动,-1,0
266,债券 固收 低波动,医药 消费 产业轮动,0,0
267,债券 固收 低波动,长期 持有 价值,0,-1
268,长期 持有 价值,债券 固收 低波动,1,0
269,长期 持有 价值,AI 半导体 成长 风险承受高,0,0
270,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
271,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,1,0
272,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,1,1
273,黄金 商品 抗通胀,债券 固收 低波动,0,0
274,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,1
275,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,1
276,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,0,0
277,价值 投资 蓝筹 稳健 分红,短线 交易 高频,-1,-1
278,价值 投资 蓝筹 稳健 分红,长期 持有 价值,0,-1
279,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,1,1
280,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,1,0
281,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,1
282,AI 半导体 成长 风险承受高,短线 交易 高频,0,1
283,长期 持有 价值,短线 交易 高频,1,0
284,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,0,0
285,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,0,-1
286,医药 消费 产业轮动,医药 消费 产业轮动,0,0
287,长期 持有 价值,短线 交易 高频,0,1
288,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,0
289,黄金 商品 抗通胀,短线 交易 高频,1,0
290,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,1,0
291,新能源 基金 长期 定投,债券 固收 低波动,-1,0
292,黄金 商品 抗通胀,新能源 基金 长期 定投,-1,0
293,短线 交易 高频,短线 交易 高频,1,1
294,债券 固收 低波动,医药 消费 产业轮动,0,1
295,黄金 商品 抗通胀,债券 固收 低波动,1,1
296,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,-1
297,新能源 基金 长期 定投,债券 固收 低波动,0,0
298,短线 交易 高频,债券 固收 低波动,1,-1
299,短线 交易 高频,海外 ETF 汇率 风险,0,1
300,短线 交易 高频,AI 半导体 成长 风险承受高,1,-1
301,债券 固收 低波动,债券 固收 低波动,1,-1
302,长期 持有 价值,长期 持有 价值,0,0
303,海外 ETF 汇率 风险,医药 消费 产业轮动,1,1
304,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,0
305,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,0
306,长期 持有 价值,债券 固收 低波动,0,-1
307,债券 固收 低波动,医药 消费 产业轮动,0,0
308,新能源 基金 长期 定投,医药 消费 产业轮动,1,0
309,债券 固收 低波动,新能源 基金 长期 定投,1,-1
310,长期 持有 价值,海外 ETF 汇率 风险,-1,-1
311,短线 交易 高频,新能源 基金 长期 定投,-1,1
312,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,1,0
313,海外 ETF 汇率 风险,长期 持有 价值,0,1
314,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,0
315,医药 消费 产业轮动,新能源 基金 长期 定投,0,0
316,长期 持有 价值,长期 持有 价值,0,0
317,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,1,-1
318,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,0,0
319,债券 固收 低波动,医药 消费 产业轮动,0,0
320,医药 消费 产业轮动,新能源 基金 长期 定投,-1,0
321,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,-1,-1
322,短线 交易 高频,债券 固收 低波动,1,1
323,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,0
324,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,1
325,医药 消费 产业轮动,短线 交易 高频,-1,1
326,债券 固收 低波动,新能源 基金 长期 定投,0,1
327,黄金 商品 抗通胀,新能源 基金 长期 定投,0,1
328,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,-1,0
329,短线 交易 高频,黄金 商品 抗通胀,1,0
330,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,1,0
331,AI 半导体 成长 风险承受高,长期 持有 价值,1,1
332,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,1
333,债券 固收 低波动,海外 ETF 汇率 风险,1,0
334,短线 交易 高频,医药 消费 产业轮动,1,1
335,债券 固收 低波动,新能源 基金 长期 定投,0,0
336,长期 持有 价值,价值 投资 蓝筹 稳健 分红,-1,1
337,黄金 商品 抗通胀,黄金 商品 抗通胀,0,0
338,债券 固收 低波动,短线 交易 高频,1,1
339,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,1,1
340,债券 固收 低波动,短线 交易 高频,0,-1
341,新能源 基金 长期 定投,长期 持有 价值,1,0
342,债券 固收 低波动,海外 ETF 汇率 风险,0,1
343,医药 消费 产业轮动,短线 交易 高频,1,1
344,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,1,1
345,长期 持有 价值,短线 交易 高频,0,0
346,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,-1
347,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,0,0
348,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,-1,-1
349,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,0
350,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,0,0
351,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,-1,0
352,长期 持有 价值,长期 持有 价值,-1,0
353,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,1,0
354,新能源 基金 长期 定投,医药 消费 产业轮动,0,0
355,价值 投资 蓝筹 稳健 分红,长期 持有 价值,0,0
356,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,1
357,海外 ETF 汇率 风险,长期 持有 价值,0,0
358,价值 投资 蓝筹 稳健 分红,长期 持有 价值,1,0
359,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,1,0
360,新能源 基金 长期 定投,新能源 基金 长期 定投,-1,0
361,黄金 商品 抗通胀,短线 交易 高频,0,0
362,长期 持有 价值,新能源 基金 长期 定投,0,1
363,医药 消费 产业轮动,AI 半导体 成长 风险承受高,1,0
364,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,1
365,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,1,-1
366,海外 ETF 汇率 风险,短线 交易 高频,0,0
367,短线 交易 高频,医药 消费 产业轮动,1,0
368,黄金 商品 抗通胀,医药 消费 产业轮动,-1,0
369,海外 ETF 汇率 风险,黄金 商品 抗通胀,-1,0
370,AI 半导体 成长 风险承受高,短线 交易 高频,0,1
371,AI 半导体 成长 风险承受高,债券 固收 低波动,0,0
372,AI 半导体 成长 风险承受高,长期 持有 价值,1,-1
373,黄金 商品 抗通胀,新能源 基金 长期 定投,0,-1
374,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,0
375,短线 交易 高频,医药 消费 产业轮动,1,1
376,短线 交易 高频,债券 固收 低波动,0,0
377,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,-1,-1
378,新能源 基金 长期 定投,医药 消费 产业轮动,0,-1
379,债券 固收 低波动,债券 固收 低波动,0,0
380,黄金 商品 抗通胀,长期 持有 价值,0,-1
381,黄金 商品 抗通胀,医药 消费 产业轮动,0,1
382,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,1
383,短线 交易 高频,黄金 商品 抗通胀,0,1
384,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,-1
385,黄金 商品 抗通胀,黄金 商品 抗通胀,0,0
386,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,1,-1
387,新能源 基金 长期 定投,短线 交易 高频,0,0
388,海外 ETF 汇率 风险,海外 ETF 汇率 风险,0,1
389,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,1
390,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,1,1
391,债券 固收 低波动,新能源 基金 长期 定投,-1,0
392,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,-1,1
393,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,0
394,长期 持有 价值,债券 固收 低波动,0,0
395,医药 消费 产业轮动,短线 交易 高频,-1,0
396,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,-1
397,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,-1
398,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,-1
399,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,1
400,AI 半导体 成长 风险承受高,短线 交易 高频,1,1
401,医药 消费 产业轮动,新能源 基金 长期 定投,0,0
402,新能源 基金 长期 定投,长期 持有 价值,0,0
403,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,0
404,债券 固收 低波动,长期 持有 价值,0,0
405,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,1
406,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
407,长期 持有 价值,短线 交易 高频,-1,-1
408,医药 消费 产业轮动,海外 ETF 汇率 风险,0,0
409,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,0,0
410,长期 持有 价值,AI 半导体 成长 风险承受高,0,0
411,黄金 商品 抗通胀,海外 ETF 汇率 风险,-1,1
412,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,1
413,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,-1
414,海外 ETF 汇率 风险,短线 交易 高频,1,0
415,医药 消费 产业轮动,海外 ETF 汇率 风险,1,1
416,短线 交易 高频,黄金 商品 抗通胀,0,1
417,债券 固收 低波动,新能源 基金 长期 定投,-1,-1
418,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,-1
419,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,-1,-1
420,黄金 商品 抗通胀,黄金 商品 抗通胀,1,0
421,长期 持有 价值,短线 交易 高频,0,-1
422,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,-1
423,长期 持有 价值,债券 固收 低波动,1,0
424,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,-1,0
425,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,0
426,黄金 商品 抗通胀,长期 持有 价值,0,0
427,海外 ETF 汇率 风险,债券 固收 低波动,-1,0
428,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,0
429,新能源 基金 长期 定投,债券 固收 低波动,0,0
430,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,0
431,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,1,0
432,债券 固收 低波动,黄金 商品 抗通胀,1,0
433,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,0,0
434,新能源 基金 长期 定投,长期 持有 价值,0,0
435,债券 固收 低波动,AI 半导体 成长 风险承受高,1,-1
