user_id,q_text,a_text,q_sentiment,a_sentiment
153,医药 消费 产业轮动,债券 固收 低波动,0,-1
154,债券 固收 低波动,黄金 商品 抗通胀,1,0
155,债券 固收 低波动,短线 交易 高频,1,0
156,医药 消费 产业轮动,黄金 商品 抗通胀,0,0
157,医药 消费 产业轮动,AI 半导体 成长 风险承受高,1,-1
158,长期 持有 价值,医药 消费 产业轮动,0,1
159,短线 交易 高频,短线 交易 高频,0,0
160,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,0
161,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,-1,1
162,长期 持有 价值,医药 消费 产业轮动,1,1
163,长期 持有 价值,海外 ETF 汇率 风险,0,0
164,医药 消费 产业轮动,黄金 商品 抗通胀,0,1
165,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,-1,1
166,短线 交易 高频,黄金 商品 抗通胀,1,0
167,黄金 商品 抗通胀,短线 交易 高频,0,1
168,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,-1
169,海外 ETF 汇率 风险,医药 消费 产业轮动,1,1
170,医药 消费 产业轮动,债券 固收 低波动,0,-1
171,黄金 商品 抗通胀,黄金 商品 抗通胀,1,0
172,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,1,0
173,长期 持有 价值,AI 半导体 成长 风险承受高,0,-1
174,医药 消费 产业轮动,新能源 基金 长期 定投,1,0
175,医药 消费 产业轮动,海外 ETF 汇率 风险,-1,1
176,债券 固收 低波动,海外 ETF 汇率 风险,0,0
177,短线 交易 高频,医药 消费 产业轮动,1,1
178,新能源 基金 长期 定投,黄金 商品 抗通胀,-1,0
179,AI 半导体 成长 风险承受高,短线 交易 高频,1,0
180,黄金 商品 抗通胀,黄金 商品 抗通胀,1,0
181,海外 ETF 汇率 风险,长期 持有 价值,1,1
182,海外 ETF 汇率 风险,短线 交易 高频,-1,-1
183,AI 半导体 成长 风险承受高,长期 持有 价值,1,0
184,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,1,0
185,新能源 基金 长期 定投,海外 ETF 汇率 风险,1,-1
186,新能源 基金 长期 定投,短线 交易 高频,1,-1
187,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,1
188,黄金 商品 抗通胀,新能源 基金 长期 定投,0,1
189,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,0,0
190,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,1,-1
191,长期 持有 价值,新能源 基金 长期 定投,1,1
192,AI 半导体 成长 风险承受高,债券 固收 低波动,1,0
193,长期 持有 价值,医药 消费 产业轮动,0,0
194,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,1,-1
195,海外 ETF 汇率 风险,债券 固收 低波动,1,0
196,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,1
197,新能源 基金 长期 定投,医药 消费 产业轮动,0,0
198,医药 消费 产业轮动,长期 持有 价值,0,-1
199,黄金 商品 抗通胀,医药 消费 产业轮动,0,-1
200,短线 交易 高频,海外 ETF 汇率 风险,-1,-1
201,短线 交易 高频,AI 半导体 成长 风险承受高,0,1
202,债券 固收 低波动,短线 交易 高频,0,0
203,债券 固收 低波动,AI 半导体 成长 风险承受高,0,-1
204,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,0,0
205,价值 投资 蓝筹 稳健 分红,短线 交易 高频,-1,1
206,海外 ETF 汇率 风险,医药 消费 产业轮动,0,1
207,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,0
208,短线 交易 高频,新能源 基金 长期 定投,0,-1
209,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,0
210,长期 持有 价值,AI 半导体 成长 风险承受高,0,-1
211,长期 持有 价值,海外 ETF 汇率 风险,-1,0
212,海外 ETF 汇率 风险,长期 持有 价值,0,0
213,新能源 基金 长期 定投,长期 持有 价值,0,1
214,海外 ETF 汇率 风险,长期 持有 价值,-1,1
215,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,1,0
216,短线 交易 高频,海外 ETF 汇率 风险,0,1
217,医药 消费 产业轮动,短线 交易 高频,-1,1
218,债券 固收 低波动,AI 半导体 成长 风险承受高,-1,1
219,长期 持有 价值,新能源 基金 长期 定投,1,1
220,短线 交易 高频,AI 半导体 成长 风险承受高,1,0
221,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,1
222,债券 固收 低波动,长期 持有 价值,0,0
223,短线 交易 高频,短线 交易 高频,1,1
224,医药 消费 产业轮动,债券 固收 低波动,-1,0
225,医药 消费 产业轮动,黄金 商品 抗通胀,1,1
226,黄金 商品 抗通胀,债券 固收 低波动,1,0
227,长期 持有 价值,AI 半导体 成长 风险承受高,1,0
228,债券 固收 低波动,AI 半导体 成长 风险承受高,0,-1
229,AI 半导体 成长 风险承受高,短线 交易 高频,0,0
230,黄金 商品 抗通胀,新能源 基金 长期 定投,0,1
231,债券 固收 低波动,新能源 基金 长期 定投,0,-1
232,债券 固收 低波动,短线 交易 高频,0,-1
233,长期 持有 价值,新能源 基金 长期 定投,0,-1
234,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,1
235,AI 半导体 成长 风险承受高,短线 交易 高频,0,-1
236,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,1,0
237,黄金 商品 抗通胀,长期 持有 价值,1,0
238,新能源 基金 长期 定投,短线 交易 高频,0,0
239,长期 持有 价值,海外 ETF 汇率 风险,1,1
240,新能源 基金 长期 定投,短线 交易 高频,-1,0
241,债券 固收 低波动,长期 持有 价值,0,0
242,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,-1
243,海外 ETF 汇率 风险,新能源 基金 长期 定投,-1,0
244,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,1
245,债券 固收 低波动,黄金 商品 抗通胀,1,0
246,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,0
247,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,-1
248,债券 固收 低波动,AI 半导体 成长 风险承受高,0,0
249,黄金 商品 抗通胀,长期 持有 价值,1,0
250,债券 固收 低波动,新能源 基金 长期 定投,1,0
251,黄金 商品 抗通胀,长期 持有 价值,1,0
252,债券 固收 低波动,短线 交易 高频,1,0
253,医药 消费 产业轮动,医药 消费 产业轮动,1,-1
254,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,0,0
255,债券 固收 低波动,黄金 商品 抗通胀,0,0
256,债券 固收 低波动,AI 半导体 成长 风险承受高,-1,0
257,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,1,1
258,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,-1,0
259,长期 持有 价值,债券 固收 低波动,1,-1
260,长期 持有 价值,债券 固收 低波动,-1,1
261,医药 消费 产业轮动,黄金 商品 抗通胀,-1,1
262,海外 ETF 汇率 风险,海外 ETF 汇率 风险,-1,0
263,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,-1,1
264,新能源 基金 长期 定投,短线 交易 高频,-1,-1
265,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,0
266,黄金 商品 抗通胀,黄金 商品 抗通胀,0,1
267,黄金 商品 抗通胀,医药 消费 产业轮动,-1,0
268,新能源 基金 长期 定投,新能源 基金 长期 定投,1,0
269,新能源 基金 长期 定投,债券 固收 低波动,0,1
270,海外 ETF 汇率 风险,新能源 基金 长期 定投,0,0
271,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,0
272,债券 固收 低波动,海外 ETF 汇率 风险,0,1
273,短线 交易 高频,黄金 商品 抗通胀,0,1
274,短线 交易 高频,医药 消费 产业轮动,0,-1
275,黄金 商品 抗通胀,债券 固收 低波动,-1,0
276,价值 投资 蓝筹 稳健 分红,长期 持有 价值,-1,1
277,短线 交易 高频,价值 投资 蓝筹 稳健 分红,-1,0
278,AI 半导体 成长 风险承受高,短线 交易 高频,1,0
279,医药 消费 产业轮动,长期 持有 价值,1,0
280,新能源 基金 长期 定投,新能源 基金 长期 定投,0,1
281,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,0
282,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,0
283,短线 交易 高频,债券 固收 低波动,1,1
284,新能源 基金 长期 定投,医药 消费 产业轮动,1,0
285,新能源 基金 长期 定投,短线 交易 高频,-1,0
286,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,0,1
287,海外 ETF 汇率 风险,海外 ETF 汇率 风险,0,0
288,新能源 基金 长期 定投,新能源 基金 长期 定投,0,0
289,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,1
290,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,0
291,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,1
292,长期 持有 价值,长期 持有 价值,1,0
293,短线 交易 高频,黄金 商品 抗通胀,0,0
294,海外 ETF 汇率 风险,短线 交易 高频,-1,0
295,短线 交易 高频,AI 半导体 成长 风险承受高,0,1
296,新能源 基金 长期 定投,新能源 基金 长期 定投,-1,1
297,债券 固收 低波动,黄金 商品 抗通胀,-1,0
298,医药 消费 产业轮动,医药 消费 产业轮动,1,-1
299,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,1,-1
300,长期 持有 价值,新能源 基金 长期 定投,0,1
301,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,-1,-1
302,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,0,0
303,新能源 基金 长期 定投,长期 持有 价值,-1,0
304,短线 交易 高频,AI 半导体 成长 风险承受高,-1,-1
305,债券 固收 低波动,海外 ETF 汇率 风险,-1,1
306,海外 ETF 汇率 风险,海外 ETF 汇率 风险,0,0
307,短线 交易 高频,AI 半导体 成长 风险承受高,-1,-1
308,AI 半导体 成长 风险承受高,债券 固收 低波动,1,-1
309,短线 交易 高频,债券 固收 低波动,0,0
310,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,-1,1
311,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,0
312,医药 消费 产业轮动,AI 半导体 成长 风险承受高,-1,0
313,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,0,1
314,短线 交易 高频,长期 持有 价值,0,0
315,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,0
316,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,-1,1
317,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,0,0
318,新能源 基金 长期 定投,新能源 基金 长期 定投,0,0
319,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,1
320,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,-1
321,债券 固收 低波动,黄金 商品 抗通胀,1,0
322,AI 半导体 成长 风险承受高,短线 交易 高频,1,0
323,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
324,短线 交易 高频,医药 消费 产业轮动,1,-1
325,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,1
326,海外 ETF 汇率 风险,海外 ETF 汇率 风险,0,-1
327,海外 ETF 汇率 风险,海外 ETF 汇率 风险,1,0
328,短线 交易 高频,AI 半导体 成长 风险承受高,0,1
329,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,0
330,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,0
331,短线 交易 高频,短线 交易 高频,0,1
332,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,0
333,长期 持有 价值,海外 ETF 汇率 风险,-1,0
334,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,0
335,医药 消费 产业轮动,短线 交易 高频,0,0
336,医药 消费 产业轮动,新能源 基金 长期 定投,1,0
337,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,1,0
338,债券 固收 低波动,长期 持有 价值,0,1
339,债券 固收 低波动,新能源 基金 长期 定投,-1,0
340,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,0
341,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,1
342,债券 固收 低波动,AI 半导体 成长 风险承受高,-1,1
343,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,1,-1
344,黄金 商品 抗通胀,医药 消费 产业轮动,-1,0
345,短线 交易 高频,海外 ETF 汇率 风险,0,0
346,短线 交易 高频,海外 ETF 汇率 风险,0,0
347,黄金 商品 抗通胀,长期 持有 价值,1,0
348,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,-1
349,黄金 商品 抗通胀,债券 固收 低波动,0,0
350,长期 持有 价值,短线 交易 高频,0,0
351,短线 交易 高频,短线 交易 高频,0,-1
352,债券 固收 低波动,短线 交易 高频,0,0
353,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,-1
354,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,-1,1
355,短线 交易 高频,新能源 基金 长期 定投,1,0
356,债券 固收 低波动,医药 消费 产业轮动,1,-1
357,AI 半导体 成长 风险承受高,短线 交易 高频,1,0
358,海外 ETF 汇率 风险,短线 交易 高频,0,1
359,短线 交易 高频,长期 持有 价值,0,1
360,债券 固收 低波动,新能源 基金 长期 定投,0,1
361,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,0,-1
362,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,0
363,医药 消费 产业轮动,债券 固收 低波动,0,0
364,短线 交易 高频,海外 ETF 汇率 风险,-1,0
365,长期 持有 价值,短线 交易 高频,0,0
366,海外 ETF 汇率 风险,短线 交易 高频,0,0
367,医药 消费 产业轮动,新能源 基金 长期 定投,-1,0
368,长期 持有 价值,债券 固收 低波动,0,1
369,短线 交易 高频,AI 半导体 成长 风险承受高,0,0
370,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,0
371,短线 交易 高频,海外 ETF 汇率 风险,0,0
372,黄金 商品 抗通胀,短线 交易 高频,0,0
373,新能源 基金 长期 定投,短线 交易 高频,1,0
374,债券 固收 低波动,医药 消费 产业轮动,0,1
375,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,-1
376,长期 持有 价值,黄金 商品 抗通胀,1,0
377,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,-1,1
378,短线 交易 高频,海外 ETF 汇率 风险,1,-1
379,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,-1
380,新能源 基金 长期 定投,黄金 商品 抗通胀,-1,0
381,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,1,-1
382,债券 固收 低波动,债券 固收 低波动,0,0
383,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,1,0
384,长期 持有 价值,海外 ETF 汇率 风险,-1,0
385,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,0
386,新能源 基金 长期 定投,新能源 基金 长期 定投,1,0
387,长期 持有 价值,短线 交易 高频,1,0
388,医药 消费 产业轮动,海外 ETF 汇率 风险,-1,1
389,短线 交易 高频,AI 半导体 成长 风险承受高,0,0
390,海外 ETF 汇率 风险,长期 持有 价值,-1,0
391,AI 半导体 成长 风险承受高,债券 固收 低波动,0,-1
392,债券 固收 低波动,债券 固收 低波动,0,-1
393,短线 交易 高频,债券 固收 低波动,0,-1
394,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,1
395,长期 持有 价值,长期 持有 价值,1,1
396,海外 ETF 汇率 风险,医药 消费 产业轮动,0,-1
397,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,-1
398,海外 ETF 汇率 风险,短线 交易 高频,1,1
399,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,1
400,医药 消费 产业轮动,长期 持有 价值,1,-1
401,短线 交易 高频,医药 消费 产业轮动,0,-1
402,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,-1,1
403,价值 投资 蓝筹 稳健 分红,长期 持有 价值,1,0
404,长期 持有 价值,AI 半导体 成长 风险承受高,-1,-1
405,医药 消费 产业轮动,海外 ETF 汇率 风险,0,0
406,新能源 基金 长期 定投,海外 ETF 汇率 风险,1,0
407,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,0
408,债券 固收 低波动,新能源 基金 长期 定投,1,1
409,AI 半导体 成长 风险承受高,短线 交易 高频,-1,1
410,新能源 基金 长期 定投,海外 ETF 汇率 风险,1,0
411,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,-1,0
412,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,-1,0
413,债券 固收 低波动,黄金 商品 抗通胀,0,-1
414,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,1
415,短线 交易 高频,黄金 商品 抗通胀,0,0
416,AI 半导体 成长 风险承受高,医药 消费 产业轮动,1,0
417,海外 ETF 汇率 风险,海外 ETF 汇率 风险,1,1
418,长期 持有 价值,长期 持有 价值,1,1
419,长期 持有 价值,债券 固收 低波动,0,-1
420,AI 半导体 成长 风险承受高,长期 持有 价值,0,0
421,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,0
422,医药 消费 产业轮动,短线 交易 高频,0,0
423,长期 持有 价值,价值 投资 蓝筹 稳健 分红,1,-1
424,长期 持有 价值,黄金 商品 抗通胀,0,0
425,长期 持有 价值,新能源 基金 长期 定投,0,0
426,医药 消费 产业轮动,债券 固收 低波动,0,-1
427,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,-1,0
428,AI 半导体 成长 风险承受高,短线 交易 高频,0,0
429,价值 投资 蓝筹 稳健 分红,长期 持有 价值,1,-1
430,黄金 商品 抗通胀,新能源 基金 长期 定投,0,1
431,AI 半导体 成长 风险承受高,医药 消费 产业轮动,-1,-1
432,AI 半导体 成长 风险承受高,债券 固收 低波动,0,-1
433,医药 消费 产业轮动,医药 消费 产业轮动,0,0
434,海外 ETF 汇率 风险,医药 消费 产业轮动,0,0
435,短线 交易 高频,长期 持有 价值,0,1
436,海外 ETF 汇率 风险,新能源 基金 长期 定投,1,0
437,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,-1,1
438,新能源 基金 长期 定投,债券 固收 低波动,0,1
439,短线 交易 高频,AI 半导体 成长 风险承受高,-1,0
